Date,Open,High,Low,Close,Volume
6/22/16,96.25,96.889999,95.349998,95.550003,29219100
6/23/16,95.940002,96.290001,95.25,96.099998,32240200
6/24/16,92.910004,94.660004,92.650002,93.400002,75311400
6/27/16,93,93.050003,91.5,92.040001,45489600
6/28/16,92.900002,93.660004,92.139999,93.589996,40444900
6/29/16,93.970001,94.550003,93.629997,94.400002,36531000
6/30/16,94.440002,95.769997,94.300003,95.599998,35836400
7/1/16,95.489998,96.470001,95.330002,95.889999,26026500
7/5/16,95.389999,95.400002,94.459999,94.989998,27705200
7/6/16,94.599998,95.660004,94.370003,95.529999,30949100
7/7/16,95.699997,96.5,95.620003,95.940002,25139600
7/8/16,96.489998,96.889999,96.050003,96.68,28912100
7/11/16,96.75,97.650002,96.730003,96.980003,23794900
7/12/16,97.169998,97.699997,97.120003,97.419998,24167500
7/13/16,97.410004,97.669998,96.839996,96.870003,25892200
7/14/16,97.389999,98.989998,97.32,98.790001,38919000
7/15/16,98.919998,99.300003,98.5,98.779999,30137000
7/18/16,98.699997,100.129997,98.599998,99.830002,36493900
7/19/16,99.559998,100,99.339996,99.870003,23779900
7/20/16,100,100.459999,99.739998,99.959999,26276000
7/21/16,99.830002,101,99.129997,99.43,32702000
7/22/16,99.260002,99.300003,98.309998,98.660004,28313700
7/25/16,98.25,98.839996,96.919998,97.339996,40382900
7/26/16,96.82,97.970001,96.419998,96.669998,56239800
7/27/16,104.269997,104.349998,102.75,102.949997,92344800
7/28/16,102.830002,104.449997,102.82,104.339996,39869800
7/29/16,104.190002,104.550003,103.68,104.209999,27733700
8/1/16,104.410004,106.150002,104.410004,106.050003,38167900
8/2/16,106.050003,106.07,104,104.480003,33816600
8/3/16,104.809998,105.839996,104.769997,105.790001,30202600
8/4/16,105.580002,106,105.279999,105.870003,27408700
8/5/16,106.269997,107.650002,106.18,107.480003,40553400
8/8/16,107.519997,108.370003,107.160004,108.370003,28037200
8/9/16,108.230003,108.940002,108.010002,108.809998,26315200
8/10/16,108.709999,108.900002,107.760002,108,24008500
8/11/16,108.519997,108.93,107.849998,107.93,27484500
8/12/16,107.779999,108.440002,107.779999,108.18,18660400
8/15/16,108.139999,109.540001,108.080002,109.480003,25868200
8/16/16,109.629997,110.230003,109.209999,109.379997,33794400
8/17/16,109.099998,109.370003,108.339996,109.220001,25356000
8/18/16,109.230003,109.599998,109.019997,109.080002,21984700
8/19/16,108.769997,109.690002,108.360001,109.360001,25368100
8/22/16,108.860001,109.099998,107.849998,108.510002,25820200
8/23/16,108.589996,109.32,108.529999,108.849998,21257700
8/24/16,108.57,108.75,107.68,108.029999,23675100
8/25/16,107.389999,107.879997,106.68,107.57,25086200
8/26/16,107.410004,107.949997,106.309998,106.940002,27766300
8/29/16,106.620003,107.440002,106.290001,106.82,24970300
8/30/16,105.800003,106.5,105.5,106,24863900
8/31/16,105.660004,106.57,105.639999,106.099998,29662400
9/1/16,106.139999,106.800003,105.620003,106.730003,26701500
9/2/16,107.699997,108,106.82,107.730003,26802500
9/6/16,107.900002,108.300003,107.510002,107.699997,26880400
9/7/16,107.830002,108.760002,107.07,108.360001,42364300
9/8/16,107.25,107.269997,105.239998,105.519997,53002000
9/9/16,104.639999,105.720001,103.129997,103.129997,46557000
9/12/16,102.650002,105.720001,102.529999,105.440002,45292800
9/13/16,107.510002,108.790001,107.239998,107.949997,62176200
9/14/16,108.730003,113.029999,108.599998,111.769997,110888700
9/15/16,113.860001,115.730003,113.489998,115.57,89983600
9/16/16,115.120003,116.129997,114.040001,114.919998,79886900
9/19/16,115.190002,116.18,113.25,113.580002,47023000
9/20/16,113.050003,114.120003,112.510002,113.57,34514300
9/21/16,113.849998,113.989998,112.440002,113.550003,36003200
9/22/16,114.349998,114.940002,114,114.620003,31074000
9/23/16,114.419998,114.790001,111.550003,112.709999,52481200
9/26/16,111.639999,113.389999,111.550003,112.879997,29869400
9/27/16,113,113.18,112.339996,113.089996,24607400
9/28/16,113.690002,114.639999,113.43,113.949997,29641100
9/29/16,113.160004,113.800003,111.800003,112.18,35887000
9/30/16,112.459999,113.370003,111.800003,113.050003,36379100
10/3/16,112.709999,113.050003,112.279999,112.519997,21701800
10/4/16,113.059998,114.309998,112.629997,113,29736800
10/5/16,113.400002,113.660004,112.690002,113.050003,21453100
10/6/16,113.699997,114.339996,113.129997,113.889999,28779300
10/7/16,114.309998,114.559998,113.510002,114.059998,24358400
10/10/16,115.019997,116.75,114.720001,116.050003,36236000
10/11/16,117.699997,118.690002,116.199997,116.300003,64041000
10/12/16,117.349998,117.980003,116.75,117.339996,37586800
10/13/16,116.790001,117.440002,115.720001,116.980003,35192400
10/14/16,117.879997,118.169998,117.129997,117.629997,35652200
10/17/16,117.330002,117.839996,116.779999,117.550003,23624900
10/18/16,118.18,118.209999,117.449997,117.470001,24553500
10/19/16,117.25,117.760002,113.800003,117.120003,20034600
10/20/16,116.860001,117.379997,116.330002,117.059998,24125800
10/21/16,116.809998,116.910004,116.279999,116.599998,23192700
10/24/16,117.099998,117.739998,117,117.650002,23538700
10/25/16,117.949997,118.360001,117.309998,118.25,48129000
10/26/16,114.309998,115.699997,113.309998,115.589996,66134200
10/27/16,115.389999,115.860001,114.099998,114.480003,34562000
10/28/16,113.870003,115.209999,113.449997,113.720001,37861700
10/31/16,113.650002,114.230003,113.199997,113.540001,26419400
11/1/16,113.459999,113.769997,110.529999,111.489998,43825800
11/2/16,111.400002,112.349998,111.230003,111.589996,28331700
11/3/16,110.980003,111.459999,109.550003,109.830002,26932600
11/4/16,108.529999,110.25,108.110001,108.839996,30837000
11/7/16,110.080002,110.510002,109.459999,110.410004,32560000
11/8/16,110.309998,111.720001,109.699997,111.059998,24254200
11/9/16,109.879997,111.32,108.050003,110.879997,59176400
11/10/16,111.089996,111.089996,105.830002,107.790001,57134500
11/11/16,107.120003,108.870003,106.550003,108.43,34143900
11/14/16,107.709999,107.809998,104.080002,105.709999,51175500
11/15/16,106.57,107.68,106.160004,107.110001,32264500
11/16/16,106.699997,110.230003,106.599998,109.989998,58840500
11/17/16,109.809998,110.349998,108.830002,109.949997,27632000
11/18/16,109.720001,110.540001,109.660004,110.059998,28428900
11/21/16,110.120003,111.989998,110.010002,111.730003,29264600
11/22/16,111.949997,112.419998,111.400002,111.800003,25965500
11/23/16,111.360001,111.510002,110.330002,111.230003,27426400
11/25/16,111.129997,111.870003,110.949997,111.790001,11475900
11/28/16,111.43,112.470001,111.389999,111.57,27194000
11/29/16,110.779999,112.029999,110.07,111.459999,28528800
11/30/16,111.599998,112.199997,110.269997,110.519997,36162300
12/1/16,110.370003,110.940002,109.029999,109.489998,37086900
12/2/16,109.169998,110.089996,108.849998,109.900002,26528000
12/5/16,110,110.029999,108.25,109.110001,34324500
12/6/16,109.5,110.360001,109.190002,109.949997,26195500
12/7/16,109.260002,111.190002,109.160004,111.029999,29998700
12/8/16,110.860001,112.43,110.599998,112.120003,27068300
12/9/16,112.309998,114.699997,112.309998,113.949997,34402600
12/12/16,113.290001,115,112.489998,113.300003,26374400
12/13/16,113.839996,115.919998,113.75,115.190002,43733800
12/14/16,115.040001,116.199997,114.980003,115.190002,34031800
12/15/16,115.379997,116.730003,115.230003,115.82,46524500
12/16/16,116.470001,116.5,115.650002,115.970001,44351100
12/19/16,115.800003,117.379997,115.75,116.639999,27779400
12/20/16,116.739998,117.5,116.68,116.949997,21425000
12/21/16,116.800003,117.400002,116.779999,117.059998,23783200
12/22/16,116.349998,116.510002,115.639999,116.290001,26085900
12/23/16,115.589996,116.519997,115.589996,116.519997,14249500
12/27/16,116.519997,117.800003,116.489998,117.260002,18296900
12/28/16,117.519997,118.019997,116.199997,116.760002,20905900
12/29/16,116.449997,117.110001,116.400002,116.730003,15039500
12/30/16,116.650002,117.199997,115.43,115.82,30586300
1/3/17,115.800003,116.330002,114.760002,116.150002,28781900
1/4/17,115.849998,116.510002,115.75,116.019997,21118100
1/5/17,115.919998,116.860001,115.809998,116.610001,22193600
1/6/17,116.779999,118.160004,116.470001,117.910004,31751900
1/9/17,117.949997,119.43,117.940002,118.989998,33561900
1/10/17,118.769997,119.379997,118.300003,119.110001,24462100
1/11/17,118.739998,119.93,118.599998,119.75,27588600
1/12/17,118.900002,119.300003,118.209999,119.25,27086200
1/13/17,119.110001,119.620003,118.809998,119.040001,26111900
1/17/17,118.339996,120.239998,118.220001,120,34439800
1/18/17,120,120.5,119.709999,119.989998,23713000
1/19/17,119.400002,120.089996,119.370003,119.779999,25597300
1/20/17,120.449997,120.449997,119.730003,120,32597900
1/23/17,120,120.809998,119.769997,120.080002,22050200
1/24/17,119.550003,120.099998,119.5,119.970001,23211000
1/25/17,120.419998,122.099998,120.279999,121.879997,32377600
1/26/17,121.669998,122.440002,121.599998,121.940002,26337600
1/27/17,122.139999,122.349998,121.599998,121.949997,20562900
1/30/17,120.93,121.629997,120.660004,121.629997,30377500
1/31/17,121.150002,121.389999,120.620003,121.349998,49201000
2/1/17,127.029999,130.490005,127.010002,128.75,111985000
2/2/17,127.980003,129.389999,127.779999,128.529999,33710400
2/3/17,128.309998,129.190002,128.160004,129.080002,24507300
2/6/17,129.130005,130.5,128.899994,130.289993,26845900
2/7/17,130.539993,132.089996,130.449997,131.529999,38183800
2/8/17,131.350006,132.220001,131.220001,132.039993,23004100
2/9/17,131.649994,132.449997,131.119995,132.419998,28349900
2/10/17,132.460007,132.940002,132.050003,132.119995,20065500
2/13/17,133.080002,133.820007,132.75,133.289993,23035400
2/14/17,133.470001,135.089996,133.25,135.020004,33226200
2/15/17,135.520004,136.270004,134.619995,135.509995,35623100
2/16/17,135.669998,135.899994,134.839996,135.350006,22584600
2/17/17,135.100006,135.830002,135.100006,135.720001,22198200
2/21/17,136.229996,136.75,135.979996,136.699997,24507200
2/22/17,136.429993,137.119995,136.110001,137.110001,20836900
2/23/17,137.380005,137.479996,136.300003,136.529999,20788200
2/24/17,135.910004,136.660004,135.279999,136.660004,21776600
2/27/17,137.139999,137.440002,136.279999,136.929993,20257400
2/28/17,137.080002,137.440002,136.699997,136.990005,23482900
3/1/17,137.889999,140.149994,137.600006,139.789993,36414600
3/2/17,140,140.279999,138.759995,138.960007,26211000
3/3/17,138.779999,139.830002,138.589996,139.779999,21108100
3/6/17,139.369995,139.770004,138.600006,139.339996,21750000
3/7/17,139.059998,139.979996,138.789993,139.520004,17446300
3/8/17,138.949997,139.800003,138.820007,139,18707200
3/9/17,138.740005,138.789993,137.050003,138.679993,22155900
3/10/17,139.25,139.360001,138.639999,139.139999,19612800
3/13/17,138.850006,139.429993,138.820007,139.199997,17421700
3/14/17,139.300003,139.649994,138.839996,138.990005,15309100
3/15/17,139.410004,140.75,139.029999,140.460007,25691800
3/16/17,140.720001,141.020004,140.259995,140.690002,19232000
3/17/17,141,141,139.889999,139.990005,43885000
3/20/17,140.399994,141.5,140.229996,141.460007,21542000
3/21/17,142.110001,142.800003,139.729996,139.839996,39529900
3/22/17,139.850006,141.600006,139.759995,141.419998,25860200
3/23/17,141.259995,141.580002,140.610001,140.919998,20346300
3/24/17,141.5,141.740005,140.350006,140.639999,22395600
3/27/17,139.389999,141.220001,138.619995,140.880005,23575100
3/28/17,140.910004,144.039993,140.619995,143.800003,33374800
3/29/17,143.679993,144.490005,143.190002,144.119995,29190000
3/30/17,144.190002,144.5,143.5,143.929993,21207300
3/31/17,143.720001,144.270004,143.009995,143.660004,19661700
4/3/17,143.710007,144.119995,143.050003,143.699997,19985700
4/4/17,143.25,144.889999,143.169998,144.770004,19891400
4/5/17,144.220001,145.460007,143.809998,144.020004,27717900
4/6/17,144.289993,144.520004,143.449997,143.660004,21149000
4/7/17,143.729996,144.179993,143.270004,143.339996,16672200
4/10/17,143.600006,143.880005,142.899994,143.169998,18933400
4/11/17,142.940002,143.350006,140.059998,141.630005,30379400
4/12/17,141.600006,142.149994,141.009995,141.800003,20350000
4/13/17,141.910004,142.380005,141.050003,141.050003,17822900
4/17/17,141.479996,141.880005,140.869995,141.830002,16582100
4/18/17,141.410004,142.039993,141.110001,141.199997,14697500
4/19/17,141.880005,142,140.449997,140.679993,17328400
4/20/17,141.220001,142.919998,141.160004,142.440002,23319600
4/21/17,142.440002,142.679993,141.850006,142.270004,17320900
4/24/17,143.5,143.949997,143.179993,143.639999,17134300
4/25/17,143.910004,144.899994,143.869995,144.529999,18871500
4/26/17,144.470001,144.600006,143.380005,143.679993,20041200
4/27/17,143.919998,144.160004,143.309998,143.789993,14246300
4/28/17,144.089996,144.300003,143.270004,143.649994,20860400
5/1/17,145.100006,147.199997,144.960007,146.580002,33602900
5/2/17,147.539993,148.089996,146.839996,147.509995,45352200
5/3/17,145.589996,147.490005,144.270004,147.059998,45697000
5/4/17,146.520004,147.139999,145.809998,146.529999,23371900
5/5/17,146.759995,148.979996,146.759995,148.960007,27327700
5/8/17,149.029999,153.699997,149.029999,153.009995,48752400
5/9/17,153.869995,154.880005,153.449997,153.990005,39130400
5/10/17,153.630005,153.940002,152.110001,153.259995,25805700
5/11/17,152.449997,154.070007,152.309998,153.949997,27255100
5/12/17,154.699997,156.419998,154.669998,156.100006,32527000
5/15/17,156.009995,156.649994,155.050003,155.699997,26009700
5/16/17,155.940002,156.059998,154.720001,155.470001,20048500
5/17/17,153.600006,154.570007,149.710007,150.25,50767700
5/18/17,151.270004,153.339996,151.130005,152.539993,33568200
5/19/17,153.380005,153.979996,152.630005,153.059998,26960800
5/22/17,154,154.580002,152.910004,153.990005,22966400
